date,srad,tmin,tmax,precip,lat,lon
1999-08-24,258.70001220703125,13.149987792968773,29.950006103515648,0.9000000357627869,37.54,-108.74
1999-08-25,256.3999938964844,13.450006103515648,28.749993896484398,0.5,37.54,-108.74
1999-08-26,256.1000061035156,13.050012207031273,28.749993896484398,0.5,37.54,-108.74
1999-08-27,252.5,13.350000000000023,29.249993896484398,2.1000001430511475,37.54,-108.74
1999-08-28,251.1999969482422,13.249993896484398,27.450006103515648,3.6000001430511475,37.54,-108.74
1999-08-29,250.10000610351562,12.850000000000023,28.850000000000023,0.0,37.54,-108.74
1999-08-30,242.90000915527344,13.249993896484398,28.950006103515648,0.800000011920929,37.54,-108.74
1999-08-31,239.1999969482422,11.350000000000023,28.249993896484398,2.299999952316284,37.54,-108.74
1999-09-01,227.3000030517578,9.749993896484398,26.950006103515648,1.7000000476837158,37.54,-108.74
1999-09-02,238.10000610351562,9.550012207031273,25.850000000000023,8.100000381469727,37.54,-108.74
1999-09-03,250.60000610351562,8.350000000000023,24.550012207031273,0.6000000238418579,37.54,-108.74
1999-09-04,264.3999938964844,5.749993896484398,23.950006103515648,0.0,37.54,-108.74
1999-09-05,262.1000061035156,5.350000000000023,26.550012207031273,0.0,37.54,-108.74
1999-09-06,256.5,8.350000000000023,27.950006103515648,0.0,37.54,-108.74
1999-09-07,256.6000061035156,10.749993896484398,28.249993896484398,0.0,37.54,-108.74
1999-09-08,257.0,8.249993896484398,28.550012207031273,0.0,37.54,-108.74
1999-09-09,221.90000915527344,9.249993896484398,28.649987792968773,0.0,37.54,-108.74
1999-09-10,231.5,10.649987792968773,26.950006103515648,0.0,37.54,-108.74
1999-09-11,237.60000610351562,10.350000000000023,25.850000000000023,0.699999988079071,37.54,-108.74
1999-09-12,247.40000915527344,7.550012207031273,25.450006103515648,0.0,37.54,-108.74
1999-09-13,245.5,7.249993896484398,26.450006103515648,0.0,37.54,-108.74
1999-09-14,224.40000915527344,9.550012207031273,25.749993896484398,1.0,37.54,-108.74
1999-09-15,192.0,8.850000000000023,21.550012207031273,9.600000381469727,37.54,-108.74
